Atleta,Fecha,Distancia_km,Sprint_m,Carga_Diaria,Carga_Aguda,Carga_Cronica,ACWR,Zona_Riesgo
Atleta_03,2026-05-07,11.52,313.7,546.89,441.18,524.7,0.84,Zona Optima
Atleta_03,2026-05-08,8.85,511.9,512.27,420.66,518.62,0.81,Zona Optima
Atleta_03,2026-05-09,5.25,531.8,366.88,414.86,509.49,0.81,Zona Optima
Atleta_03,2026-05-10,8.62,674.2,542.99,444.0,507.85,0.87,Zona Optima
Atleta_03,2026-05-11,10.56,210.8,484.55,472.38,517.33,0.91,Zona Optima
Atleta_03,2026-05-12,10.11,830.4,659.24,501.15,522.8,0.96,Zona Optima
Atleta_03,2026-05-13,11.63,527.7,617.25,532.87,524.22,1.02,Zona Optima
Atleta_03,2026-05-14,11.42,179.1,515.78,528.42,526.98,1.0,Zona Optima
Atleta_03,2026-05-15,10.29,140.5,455.68,520.34,527.5,0.99,Zona Optima
Atleta_03,2026-05-16,7.58,430.5,424.5,528.57,505.74,1.05,Zona Optima
Atleta_03,2026-05-17,4.78,893.0,456.55,516.22,506.58,1.02,Zona Optima
Atleta_03,2026-05-18,7.78,233.0,385.84,502.12,495.04,1.01,Zona Optima
Atleta_03,2026-05-19,8.64,863.7,603.05,494.09,491.34,1.01,Zona Optima
Atleta_03,2026-05-20,5.35,372.8,329.78,453.03,485.9,0.93,Zona Optima
Atleta_03,2026-05-21,5.89,186.4,295.6,421.57,478.96,0.88,Zona Optima
Atleta_03,2026-05-22,5.9,303.3,333.09,404.06,471.25,0.86,Zona Optima
Atleta_03,2026-05-23,12.4,487.5,641.33,435.03,474.25,0.92,Zona Optima
Atleta_03,2026-05-24,5.78,519.1,377.05,423.68,471.76,0.9,Zona Optima
Atleta_03,2026-05-25,6.08,806.6,491.34,438.75,467.51,0.94,Zona Optima
Atleta_03,2026-05-26,8.5,916.4,616.87,440.72,471.68,0.93,Zona Optima
Atleta_03,2026-05-27,10.65,222.1,496.51,464.54,468.01,0.99,Zona Optima
Atleta_03,2026-05-28,6.13,419.6,372.02,475.46,466.66,1.02,Zona Optima
Atleta_03,2026-05-29,13.11,910.4,801.15,542.32,471.85,1.15,Zona Optima
Atleta_03,2026-05-30,4.37,855.6,438.54,513.35,472.95,1.09,Zona Optima
Atleta_03,2026-05-31,6.89,966.0,564.6,540.15,481.01,1.12,Zona Optima
Atleta_03,2026-06-01,9.92,715.3,620.6,558.61,492.97,1.13,Zona Optima
Atleta_03,2026-06-02,6.84,440.5,405.17,528.37,491.08,1.08,Zona Optima
Atleta_03,2026-06-03,8.04,395.0,441.82,520.56,492.75,1.06,Zona Optima
Atleta_03,2026-06-04,12.61,207.3,572.26,549.16,493.65,1.11,Zona Optima
Atleta_03,2026-06-05,8.19,886.6,588.9,518.84,496.39,1.05,Zona Optima
Atleta_03,2026-06-06,10.0,874.1,663.42,550.97,506.98,1.09,Zona Optima
Atleta_03,2026-06-07,11.91,925.1,760.25,578.92,514.74,1.12,Zona Optima
Atleta_03,2026-06-08,10.28,916.7,688.39,588.6,522.02,1.13,Zona Optima
Atleta_03,2026-06-09,4.6,477.5,324.2,577.03,510.05,1.13,Zona Optima
Atleta_03,2026-06-10,5.8,571.8,404.06,571.64,502.44,1.14,Zona Optima
Atleta_03,2026-06-11,10.94,777.1,675.4,586.37,508.14,1.15,Zona Optima
Atleta_03,2026-06-12,8.05,445.2,448.03,566.25,507.87,1.11,Zona Optima
Atleta_03,2026-06-13,10.79,874.2,692.87,570.46,517.45,1.1,Zona Optima
Atleta_03,2026-06-14,6.21,750.4,645.57,554.07,524.2,1.06,Zona Optima
Atleta_03,2026-06-15,6.08,839.7,672.51,551.81,534.44,1.03,Zona Optima
Atleta_03,2026-06-16,12.71,502.2,654.26,598.96,536.27,1.12,Zona Optima
Atleta_03,2026-06-17,6.87,344.5,377.92,595.22,537.99,1.11,Zona Optima
Atleta_03,2026-06-18,4.99,540.7,362.7,550.55,540.39,1.02,Zona Optima
Atleta_03,2026-06-19,7.76,851.3,563.08,566.99,548.6,1.03,Zona Optima
Atleta_03,2026-06-20,7.97,662.5,507.89,540.56,543.84,0.99,Zona Optima
Atleta_03,2026-06-21,8.87,737.2,775.63,559.14,558.07,1.0,Zona Optima
Atleta_03,2026-06-22,11.38,266.4,534.65,539.45,559.62,0.96,Zona Optima
Atleta_03,2026-06-23,10.6,311.5,523.57,520.78,556.28,0.94,Zona Optima
Atleta_03,2026-06-24,5.12,763.9,430.78,528.33,553.94,0.95,Zona Optima
Atleta_03,2026-06-25,5.82,667.4,435.29,538.7,556.2,0.97,Zona Optima
Atleta_03,2026-06-26,10.69,750.1,651.21,551.29,550.84,1.0,Zona Optima
Atleta_03,2026-06-27,12.76,168.8,562.23,559.05,555.26,1.01,Zona Optima
Atleta_03,2026-06-28,10.76,155.4,470.24,515.42,551.89,0.93,Zona Optima
Atleta_04,2026-03-01,6.42,697.1,464.46,464.46,464.46,1.0,Zona Optima
Atleta_04,2026-03-02,4.85,812.2,439.85,452.16,452.16,1.0,Zona Optima
Atleta_04,2026-03-03,12.03,783.7,719.0,541.1,541.1,1.0,Zona Optima
Atleta_04,2026-03-04,9.54,749.4,822.5,611.45,611.45,1.0,Zona Optima
Atleta_04,2026-03-05,4.22,122.6,201.5,529.46,529.46,1.0,Zona Optima
Atleta_04,2026-03-06,10.31,486.9,565.98,535.55,535.55,1.0,Zona Optima
Atleta_04,2026-03-07,8.31,429.2,470.53,526.26,526.26,1.0,Zona Optima
Atleta_04,2026-03-08,7.06,163.0,327.08,506.63,501.36,1.01,Zona Optima
Atleta_04,2026-03-09,11.69,649.0,662.07,538.38,519.22,1.04,Zona Optima
Atleta_04,2026-03-10,4.14,134.7,199.92,464.23,487.29,0.95,Zona Optima
Atleta_04,2026-03-11,8.21,511.2,487.21,416.33,487.28,0.85,Zona Optima
Atleta_04,2026-03-12,7.02,729.6,500.0,458.97,488.34,0.94,Zona Optima
Atleta_04,2026-03-13,7.38,435.1,431.49,439.76,483.97,0.91,Zona Optima
Atleta_04,2026-03-14,4.62,268.7,351.48,422.75,474.5,0.89,Zona Optima
Atleta_04,2026-03-15,7.15,827.0,535.04,452.46,478.54,0.95,Zona Optima
Atleta_04,2026-03-16,5.58,194.7,289.88,399.29,466.75,0.86,Zona Optima
Atleta_04,2026-03-17,8.17,578.5,492.78,441.13,468.28,0.94,Zona Optima
Atleta_04,2026-03-18,10.71,407.1,553.03,450.53,472.99,0.95,Zona Optima
Atleta_04,2026-03-19,8.73,248.3,421.44,439.31,470.28,0.93,Zona Optima
Atleta_04,2026-03-20,6.05,108.4,276.46,417.16,460.58,0.91,Zona Optima
Atleta_04,2026-03-21,7.74,896.5,780.33,478.42,475.81,1.01,Zona Optima
Atleta_04,2026-03-22,3.87,483.6,400.85,459.25,472.4,0.97,Zona Optima
Atleta_04,2026-03-23,4.05,355.6,271.4,456.61,463.66,0.98,Zona Optima
Atleta_04,2026-03-24,10.74,456.2,574.2,468.24,468.27,1.0,Zona Optima
Atleta_04,2026-03-25,10.27,853.5,674.75,485.63,476.53,1.02,Zona Optima
Atleta_04,2026-03-26,7.02,361.2,401.69,482.81,473.65,1.02,Zona Optima
Atleta_04,2026-03-27,8.1,501.7,479.69,511.84,473.87,1.08,Zona Optima
Atleta_04,2026-03-28,8.37,706.4,546.34,478.42,476.46,1.0,Zona Optima
Atleta_04,2026-03-29,7.75,305.7,401.14,478.46,474.2,1.01,Zona Optima
Atleta_04,2026-03-30,9.33,912.7,646.84,532.09,481.59,1.1,Zona Optima
Atleta_04,2026-03-31,5.15,200.0,355.58,500.86,468.61,1.07,Zona Optima
Atleta_04,2026-04-01,7.78,616.0,503.25,476.36,457.21,1.04,Zona Optima
Atleta_04,2026-04-02,11.56,440.0,598.66,504.5,471.4,1.07,Zona Optima
Atleta_04,2026-04-03,4.6,188.9,244.21,470.86,459.9,1.02,Zona Optima
Atleta_04,2026-04-04,4.79,673.5,390.32,448.57,457.04,0.98,Zona Optima
Atleta_04,2026-04-05,5.58,648.0,421.45,451.47,460.41,0.98,Zona Optima
Atleta_04,2026-04-06,6.13,156.6,396.54,415.72,450.93,0.92,Zona Optima
Atleta_04,2026-04-07,7.34,677.4,494.67,435.59,461.45,0.94,Zona Optima
Atleta_04,2026-04-08,5.89,346.2,336.7,411.79,456.08,0.9,Zona Optima
Atleta_04,2026-04-09,7.6,380.7,577.18,408.72,458.84,0.89,Zona Optima
Atleta_04,2026-04-10,9.71,273.9,475.6,441.78,460.41,0.96,Zona Optima
Atleta_04,2026-04-11,7.38,822.3,537.2,462.76,467.04,0.99,Zona Optima
Atleta_04,2026-04-12,3.71,269.4,232.36,435.75,456.23,0.96,Zona Optima
Atleta_04,2026-04-13,3.97,607.8,330.93,426.38,457.7,0.93,Zona Optima
Atleta_04,2026-04-14,4.39,272.2,245.38,390.76,448.86,0.87,Zona Optima
Atleta_04,2026-04-15,6.48,132.4,298.81,385.35,439.78,0.88,Zona Optima
Atleta_04,2026-04-16,8.44,218.2,548.57,381.26,444.32,0.86,Zona Optima
Atleta_04,2026-04-17,6.1,278.5,324.01,359.61,446.02,0.81,Zona Optima
Atleta_04,2026-04-18,5.02,634.4,520.64,357.24,436.75,0.82,Zona Optima
Atleta_04,2026-04-19,10.06,773.0,638.29,415.23,445.23,0.93,Zona Optima
Atleta_04,2026-04-20,10.55,473.6,567.4,449.01,455.8,0.99,Zona Optima
Atleta_04,2026-04-21,3.61,428.4,274.26,453.14,445.09,1.02,Zona Optima
Atleta_04,2026-04-22,10.39,261.4,665.85,505.57,444.77,1.14,Zona Optima
Atleta_04,2026-04-23,9.31,855.9,633.48,517.7,453.05,1.14,Zona Optima
Atleta_04,2026-04-24,6.61,504.9,414.79,530.67,450.73,1.18,Zona Optima
Atleta_04,2026-04-25,6.78,383.6,385.24,511.33,444.98,1.15,Zona Optima
Atleta_04,2026-04-26,6.23,248.5,444.58,483.66,446.53,1.08,Zona Optima
Atleta_04,2026-04-27,5.06,265.8,281.29,442.78,433.47,1.02,Zona Optima
Atleta_04,2026-04-28,11.81,636.3,665.57,498.69,444.54,1.12,Zona Optima
Atleta_04,2026-04-29,8.73,292.5,438.9,466.26,442.25,1.05,Zona Optima
Atleta_04,2026-04-30,10.44,294.5,674.29,472.09,444.95,1.06,Zona Optima
Atleta_04,2026-05-01,12.15,577.3,654.82,506.38,459.61,1.1,Zona Optima
Atleta_04,2026-05-02,3.87,273.2,236.25,485.1,454.11,1.07,Zona Optima
Atleta_04,2026-05-03,11.88,213.3,540.54,498.81,458.36,1.09,Zona Optima
Atleta_04,2026-05-04,6.53,861.6,524.68,533.58,462.94,1.15,Zona Optima
Atleta_04,2026-05-05,4.72,852.2,444.58,502.01,461.15,1.09,Zona Optima
Atleta_04,2026-05-06,10.9,155.4,472.68,506.83,466.01,1.09,Zona Optima
Atleta_04,2026-05-07,4.31,818.5,414.64,469.74,460.2,1.02,Zona Optima
Atleta_04,2026-05-08,4.25,178.8,222.74,408.02,451.17,0.9,Zona Optima
Atleta_04,2026-05-09,7.45,680.9,505.27,446.45,450.03,0.99,Zona Optima
Atleta_04,2026-05-10,9.35,350.4,481.21,437.97,458.92,0.95,Zona Optima
Atleta_04,2026-05-11,11.49,599.5,638.42,454.22,469.9,0.97,Zona Optima
Atleta_04,2026-05-12,4.9,879.7,461.95,456.7,477.63,0.96,Zona Optima
Atleta_04,2026-05-13,6.13,842.0,668.54,484.68,490.84,0.99,Zona Optima
Atleta_04,2026-05-14,7.02,681.1,486.84,495.0,488.63,1.01,Zona Optima
Atleta_04,2026-05-15,8.69,108.8,381.74,517.71,490.7,1.06,Zona Optima
Atleta_04,2026-05-16,5.41,581.1,392.25,501.56,486.11,1.03,Zona Optima
Atleta_04,2026-05-17,9.36,570.9,544.58,510.62,482.76,1.06,Zona Optima
Atleta_04,2026-05-18,11.34,901.5,723.76,522.81,488.35,1.07,Zona Optima
Atleta_04,2026-05-19,10.88,480.9,577.74,539.35,499.19,1.08,Zona Optima
Atleta_04,2026-05-20,9.03,144.6,400.38,501.04,489.71,1.02,Zona Optima
Atleta_04,2026-05-21,6.7,594.7,443.55,494.86,482.92,1.02,Zona Optima
Atleta_04,2026-05-22,7.76,328.5,410.61,498.98,482.77,1.03,Zona Optima
Atleta_04,2026-05-23,10.33,103.7,440.22,505.83,484.74,1.04,Zona Optima
Atleta_04,2026-05-24,7.39,910.6,570.03,509.47,489.22,1.04,Zona Optima
Atleta_04,2026-05-25,9.15,755.2,592.24,490.68,500.32,0.98,Zona Optima
Atleta_04,2026-05-26,6.07,579.6,411.53,466.94,491.25,0.95,Zona Optima
Atleta_04,2026-05-27,10.1,555.7,566.16,490.62,495.79,0.99,Zona Optima
Atleta_04,2026-05-28,6.93,322.2,372.66,480.49,485.02,0.99,Zona Optima
Atleta_04,2026-05-29,8.97,626.3,548.61,500.21,481.23,1.04,Zona Optima
Atleta_04,2026-05-30,10.3,283.8,495.89,508.16,490.5,1.04,Zona Optima
Atleta_04,2026-05-31,11.73,239.9,532.11,502.74,490.2,1.03,Zona Optima
Atleta_04,2026-06-01,12.0,131.0,519.32,492.33,490.01,1.0,Zona Optima
Atleta_04,2026-06-02,5.17,622.5,390.11,489.27,488.06,1.0,Zona Optima
Atleta_04,2026-06-03,4.07,130.0,201.13,437.12,478.37,0.91,Zona Optima
Atleta_04,2026-06-04,8.83,687.8,563.0,464.31,483.66,0.96,Zona Optima
Atleta_04,2026-06-05,8.49,656.2,534.07,462.23,494.78,0.93,Zona Optima
Atleta_04,2026-06-06,4.15,675.1,375.49,445.03,490.15,0.91,Zona Optima
Atleta_04,2026-06-07,8.75,617.4,533.89,445.29,492.03,0.91,Zona Optima
Atleta_04,2026-06-08,8.61,512.0,493.99,441.67,486.87,0.91,Zona Optima
Atleta_04,2026-06-09,4.4,238.9,257.95,422.79,479.59,0.88,Zona Optima
Atleta_04,2026-06-10,10.96,908.2,708.79,495.31,481.02,1.03,Zona Optima
Atleta_04,2026-06-11,7.64,887.3,581.43,497.94,484.4,1.03,Zona Optima
Atleta_04,2026-06-12,3.75,817.8,391.59,477.59,484.75,0.99,Zona Optima
Atleta_04,2026-06-13,4.84,537.9,342.13,472.82,482.96,0.98,Zona Optima
Atleta_04,2026-06-14,5.13,205.3,273.97,435.69,473.3,0.92,Zona Optima
Atleta_04,2026-06-15,3.66,867.6,404.47,422.9,461.9,0.92,Zona Optima
Atleta_04,2026-06-16,10.28,738.1,622.16,474.93,463.48,1.02,Zona Optima
Atleta_04,2026-06-17,4.6,109.4,213.33,404.15,456.8,0.88,Zona Optima
Atleta_04,2026-06-18,9.0,755.0,586.57,404.89,461.91,0.88,Zona Optima
Atleta_04,2026-06-19,8.0,452.5,460.59,414.75,463.69,0.89,Zona Optima
Atleta_04,2026-06-20,7.28,421.1,423.72,426.4,463.1,0.92,Zona Optima
Atleta_04,2026-06-21,12.1,300.1,578.54,469.91,463.41,1.01,Zona Optima
Atleta_04,2026-06-22,5.71,633.5,425.01,472.85,457.44,1.03,Zona Optima
Atleta_04,2026-06-23,4.65,441.7,429.15,445.27,458.07,0.97,Zona Optima
Atleta_04,2026-06-24,7.6,907.9,571.13,496.39,458.24,1.08,Zona Optima
Atleta_04,2026-06-25,8.74,637.0,543.33,490.21,464.34,1.06,Zona Optima
Atleta_04,2026-06-26,11.44,487.4,819.56,541.49,474.02,1.14,Zona Optima
Atleta_04,2026-06-27,6.28,598.0,429.95,542.38,471.66,1.15,Zona Optima
Atleta_04,2026-06-28,4.48,709.8,526.41,534.93,471.46,1.13,Zona Optima
Atleta_05,2026-03-01,10.19,361.6,512.47,512.47,512.47,1.0,Zona Optima
Atleta_05,2026-03-02,12.45,145.6,729.8,621.14,621.14,1.0,Zona Optima
Atleta_05,2026-03-03,10.18,713.8,618.26,620.18,620.18,1.0,Zona Optima
Atleta_05,2026-03-04,6.33,297.2,351.64,553.04,553.04,1.0,Zona Optima
Atleta_05,2026-03-05,8.24,694.1,522.02,546.84,546.84,1.0,Zona Optima
Atleta_05,2026-03-06,11.5,337.3,758.82,582.17,582.17,1.0,Zona Optima
Atleta_05,2026-03-07,10.45,220.0,490.65,569.09,569.09,1.0,Zona Optima
Atleta_05,2026-03-08,9.03,467.4,497.78,567.0,560.18,1.01,Zona Optima
Atleta_05,2026-03-09,4.46,232.3,244.48,497.66,525.1,0.95,Zona Optima
Atleta_05,2026-03-10,4.84,936.6,473.51,476.99,519.94,0.92,Zona Optima
Atleta_05,2026-03-11,4.77,820.4,429.28,488.08,511.7,0.95,Zona Optima
Atleta_05,2026-03-12,6.51,208.6,325.48,460.0,496.18,0.93,Zona Optima
Atleta_05,2026-03-13,7.78,746.0,540.35,428.79,499.58,0.86,Zona Optima
Atleta_05,2026-03-14,3.94,209.8,219.79,390.1,479.6,0.81,Zona Optima
Atleta_05,2026-03-15,3.72,450.4,280.26,359.02,466.31,0.77,Subentrenamiento
Atleta_05,2026-03-16,9.98,583.0,572.67,405.91,472.95,0.86,Zona Optima
Atleta_05,2026-03-17,9.25,677.0,576.29,420.59,479.03,0.88,Zona Optima
Atleta_05,2026-03-18,4.1,487.1,300.98,402.26,469.14,0.86,Zona Optima
Atleta_05,2026-03-19,10.27,474.8,557.31,435.38,473.78,0.92,Zona Optima
Atleta_05,2026-03-20,4.65,774.3,422.61,418.56,471.22,0.89,Zona Optima
Atleta_05,2026-03-21,8.93,342.7,461.39,453.07,470.75,0.96,Zona Optima
Atleta_05,2026-03-22,9.9,643.9,587.1,496.91,476.04,1.04,Zona Optima
Atleta_05,2026-03-23,11.69,370.7,574.46,497.16,480.32,1.04,Zona Optima
Atleta_05,2026-03-24,6.57,669.8,455.26,479.87,479.28,1.0,Zona Optima
Atleta_05,2026-03-25,8.43,577.4,685.66,534.83,487.53,1.1,Zona Optima
Atleta_05,2026-03-26,11.83,735.5,690.81,553.9,495.35,1.12,Zona Optima
Atleta_05,2026-03-27,4.24,208.8,224.06,525.53,485.3,1.08,Zona Optima
Atleta_05,2026-03-28,10.57,404.8,542.35,537.1,487.34,1.1,Zona Optima
Atleta_05,2026-03-29,8.77,608.6,540.58,530.45,488.34,1.09,Zona Optima
Atleta_05,2026-03-30,8.79,850.0,604.72,534.78,483.88,1.11,Zona Optima
Atleta_05,2026-03-31,8.48,735.4,556.35,549.22,481.67,1.14,Zona Optima
Atleta_05,2026-04-01,10.71,179.9,484.93,520.54,486.43,1.07,Zona Optima
Atleta_05,2026-04-02,3.86,508.4,315.07,466.87,479.04,0.97,Zona Optima
Atleta_05,2026-04-03,11.19,535.3,817.54,551.65,481.13,1.15,Zona Optima
Atleta_05,2026-04-04,9.26,593.8,553.11,553.19,483.36,1.14,Zona Optima
Atleta_05,2026-04-05,10.82,315.7,715.92,578.23,491.15,1.18,Zona Optima
Atleta_05,2026-04-06,10.28,838.0,666.1,587.0,506.21,1.16,Zona Optima
Atleta_05,2026-04-07,5.13,335.5,309.15,551.69,500.34,1.1,Zona Optima
Atleta_05,2026-04-08,11.86,670.3,683.64,580.08,509.43,1.14,Zona Optima
Atleta_05,2026-04-09,9.96,147.5,441.42,598.13,513.57,1.16,Zona Optima
Atleta_05,2026-04-10,5.79,796.1,646.27,573.66,517.35,1.11,Zona Optima
Atleta_05,2026-04-11,7.23,757.2,520.52,569.0,528.09,1.08,Zona Optima
Atleta_05,2026-04-12,11.47,512.1,608.78,553.7,539.82,1.03,Zona Optima
Atleta_05,2026-04-13,7.92,426.3,452.51,523.18,535.53,0.98,Zona Optima
Atleta_05,2026-04-14,8.99,654.1,558.17,558.76,534.88,1.04,Zona Optima
Atleta_05,2026-04-15,6.2,939.0,527.21,536.41,542.96,0.99,Zona Optima
Atleta_05,2026-04-16,4.99,744.6,570.61,554.87,543.44,1.02,Zona Optima
Atleta_05,2026-04-17,11.29,270.1,534.86,538.95,547.45,0.98,Zona Optima
Atleta_05,2026-04-18,4.07,266.3,244.52,499.52,539.7,0.93,Zona Optima
Atleta_05,2026-04-19,5.2,174.6,259.51,449.63,528.0,0.85,Zona Optima
Atleta_05,2026-04-20,5.3,805.5,458.65,450.5,523.87,0.86,Zona Optima
Atleta_05,2026-04-21,5.88,395.8,353.58,421.28,520.24,0.81,Zona Optima
Atleta_05,2026-04-22,8.26,663.2,525.61,421.05,514.52,0.82,Zona Optima
Atleta_05,2026-04-23,9.87,523.7,558.34,419.3,509.79,0.82,Zona Optima
Atleta_05,2026-04-24,11.63,368.8,575.65,425.12,522.35,0.81,Zona Optima
Atleta_05,2026-04-25,4.23,738.5,395.17,446.64,517.09,0.86,Zona Optima
Atleta_05,2026-04-26,4.19,502.9,315.38,454.63,509.05,0.89,Zona Optima
Atleta_05,2026-04-27,7.62,194.2,368.3,441.72,500.6,0.88,Zona Optima
Atleta_05,2026-04-28,8.51,947.9,624.69,480.45,503.04,0.96,Zona Optima
Atleta_05,2026-04-29,5.94,173.1,286.39,446.27,495.95,0.9,Zona Optima
Atleta_05,2026-04-30,9.49,440.4,510.95,439.5,502.95,0.87,Zona Optima
Atleta_05,2026-05-01,8.27,571.9,493.83,427.82,491.39,0.87,Zona Optima
Atleta_05,2026-05-02,5.26,522.5,361.43,423.0,484.54,0.87,Zona Optima
Atleta_05,2026-05-03,8.73,404.4,466.21,444.54,475.62,0.93,Zona Optima
Atleta_05,2026-05-04,4.89,626.7,523.62,466.73,470.53,0.99,Zona Optima
Atleta_05,2026-05-05,9.29,929.5,660.89,471.9,483.1,0.98,Zona Optima
Atleta_05,2026-05-06,8.47,591.9,507.31,503.46,476.8,1.06,Zona Optima
Atleta_05,2026-05-07,11.9,894.9,747.04,537.19,487.71,1.1,Zona Optima
Atleta_05,2026-05-08,10.96,784.8,667.34,561.98,488.47,1.15,Zona Optima
Atleta_05,2026-05-09,5.26,516.9,364.43,562.41,482.89,1.16,Zona Optima
Atleta_05,2026-05-10,7.25,494.6,440.72,558.76,476.89,1.17,Zona Optima
Atleta_05,2026-05-11,7.48,706.9,516.78,557.79,479.19,1.16,Zona Optima
Atleta_05,2026-05-12,5.24,491.4,360.62,514.89,472.13,1.09,Zona Optima
Atleta_05,2026-05-13,6.65,286.6,345.16,491.73,465.63,1.06,Zona Optima
Atleta_05,2026-05-14,8.06,651.1,518.3,459.05,463.76,0.99,Zona Optima
Atleta_05,2026-05-15,11.49,364.7,567.02,444.72,464.91,0.96,Zona Optima
Atleta_05,2026-05-16,11.89,587.2,649.33,485.42,479.37,1.01,Zona Optima
Atleta_05,2026-05-17,6.04,721.6,461.4,488.37,486.58,1.0,Zona Optima
Atleta_05,2026-05-18,10.66,548.3,589.07,498.7,491.23,1.02,Zona Optima
Atleta_05,2026-05-19,3.85,278.2,239.58,481.41,487.16,0.99,Zona Optima
Atleta_05,2026-05-20,9.14,733.5,583.87,515.51,489.24,1.05,Zona Optima
Atleta_05,2026-05-21,11.5,282.8,550.37,520.09,488.96,1.06,Zona Optima
Atleta_05,2026-05-22,11.51,868.3,718.98,541.8,494.08,1.1,Zona Optima
Atleta_05,2026-05-23,9.51,423.5,676.96,545.75,504.14,1.08,Zona Optima
Atleta_05,2026-05-24,8.5,400.8,457.21,545.15,509.21,1.07,Zona Optima
Atleta_05,2026-05-25,11.68,540.1,623.15,550.02,518.31,1.06,Zona Optima
Atleta_05,2026-05-26,11.94,297.4,564.57,596.44,516.16,1.16,Zona Optima
Atleta_05,2026-05-27,4.01,566.7,446.81,576.86,521.89,1.11,Zona Optima
Atleta_05,2026-05-28,7.45,248.6,366.22,550.56,516.72,1.07,Zona Optima
Atleta_05,2026-05-29,10.31,661.4,827.38,566.04,528.63,1.07,Zona Optima
Atleta_05,2026-05-30,10.72,773.1,893.69,597.0,547.64,1.09,Zona Optima
Atleta_05,2026-05-31,9.71,326.1,484.77,600.94,548.31,1.1,Zona Optima
Atleta_05,2026-06-01,7.08,234.0,355.42,562.69,542.3,1.04,Zona Optima
Atleta_05,2026-06-02,6.92,455.8,412.99,541.04,533.45,1.01,Zona Optima
Atleta_05,2026-06-03,10.74,865.6,691.51,576.0,540.02,1.07,Zona Optima
Atleta_05,2026-06-04,4.58,904.1,451.78,588.22,529.48,1.11,Zona Optima
Atleta_05,2026-06-05,11.57,906.6,737.98,575.45,532.0,1.08,Zona Optima
Atleta_05,2026-06-06,4.6,657.2,380.39,502.12,532.57,0.94,Zona Optima
Atleta_05,2026-06-07,10.64,119.5,629.38,522.78,539.31,0.97,Zona Optima
Atleta_05,2026-06-08,9.98,610.5,583.26,555.33,541.68,1.03,Zona Optima
Atleta_05,2026-06-09,6.46,806.9,499.63,567.7,546.65,1.04,Zona Optima
Atleta_05,2026-06-10,9.63,295.1,475.22,536.81,551.29,0.97,Zona Optima
Atleta_05,2026-06-11,5.09,179.8,262.28,509.73,542.15,0.94,Zona Optima
Atleta_05,2026-06-12,7.86,547.6,485.25,473.63,539.23,0.88,Zona Optima
Atleta_05,2026-06-13,11.21,682.3,661.55,513.8,539.67,0.95,Zona Optima
Atleta_05,2026-06-14,11.35,422.2,589.36,508.08,544.24,0.93,Zona Optima
Atleta_05,2026-06-15,6.78,364.1,375.7,478.43,536.62,0.89,Zona Optima
Atleta_05,2026-06-16,4.74,542.1,360.6,458.57,540.94,0.85,Zona Optima
Atleta_05,2026-06-17,5.07,882.4,465.03,457.11,536.69,0.85,Zona Optima
Atleta_05,2026-06-18,6.88,748.9,503.01,491.5,535.0,0.92,Zona Optima
Atleta_05,2026-06-19,11.55,264.2,547.13,500.34,528.87,0.95,Zona Optima
Atleta_05,2026-06-20,9.19,349.7,478.8,474.23,521.79,0.91,Zona Optima
Atleta_05,2026-06-21,8.25,573.5,494.29,460.65,523.11,0.88,Zona Optima
Atleta_05,2026-06-22,4.7,945.8,477.39,475.18,517.91,0.92,Zona Optima
Atleta_05,2026-06-23,11.84,350.2,586.88,507.5,518.7,0.98,Zona Optima
Atleta_05,2026-06-24,11.4,281.4,551.5,519.86,522.44,1.0,Zona Optima
Atleta_05,2026-06-25,6.72,263.6,344.73,497.25,521.68,0.95,Zona Optima
Atleta_05,2026-06-26,9.57,535.9,540.52,496.3,511.43,0.97,Zona Optima
Atleta_05,2026-06-27,11.27,691.7,656.83,521.73,502.97,1.04,Zona Optima
Atleta_05,2026-06-28,8.31,862.3,589.7,535.36,506.72,1.06,Zona Optima
Atleta_06,2026-03-01,11.26,120.5,657.5,657.5,657.5,1.0,Zona Optima
Atleta_06,2026-03-02,8.77,326.1,611.11,634.31,634.31,1.0,Zona Optima
Atleta_06,2026-03-03,7.29,227.4,358.56,542.39,542.39,1.0,Zona Optima
Atleta_06,2026-03-04,9.56,307.8,474.31,525.37,525.37,1.0,Zona Optima
Atleta_06,2026-03-05,12.55,340.9,603.59,541.01,541.01,1.0,Zona Optima
Atleta_06,2026-03-06,9.13,174.2,420.22,520.88,520.88,1.0,Zona Optima
Atleta_06,2026-03-07,11.42,864.2,720.22,549.36,549.36,1.0,Zona Optima
Atleta_06,2026-03-08,7.76,690.1,526.26,530.61,546.47,0.97,Zona Optima
Atleta_06,2026-03-09,4.41,834.1,416.97,502.88,532.08,0.95,Zona Optima
Atleta_06,2026-03-10,9.45,604.8,562.68,532.04,535.14,0.99,Zona Optima
Atleta_06,2026-03-11,13.32,416.3,657.82,558.25,546.29,1.02,Zona Optima
Atleta_06,2026-03-12,12.95,330.7,615.25,559.92,552.04,1.01,Zona Optima
Atleta_06,2026-03-13,11.59,649.6,651.93,593.02,559.72,1.06,Zona Optima
Atleta_06,2026-03-14,5.67,282.2,419.84,550.11,549.73,1.0,Zona Optima
Atleta_06,2026-03-15,10.07,569.4,578.3,557.54,551.64,1.01,Zona Optima
Atleta_06,2026-03-16,11.67,709.4,673.65,594.21,559.26,1.06,Zona Optima
